user_id,event_type,timestamp,device
User_140,view,2021-01-01 08:00:00,Mobile
User_153,view,2021-01-01 08:00:00,Mobile
User_111,purchase,2021-01-01 08:00:00,Desktop
User_2,view,2021-01-01 09:00:00,Desktop
User_99,view,2021-01-01 09:00:00,Desktop
User_124,purchase,2021-01-01 09:00:00,Desktop
User_39,purchase,2021-01-01 09:00:00,Desktop
User_15,purchase,2021-01-01 09:00:00,Mobile
User_197,purchase,2021-01-01 09:00:00,Desktop
User_77,purchase,2021-01-01 09:00:00,Desktop
User_147,cart,2021-01-01 09:00:00,Desktop
User_109,cart,2021-01-01 10:00:00,Mobile
User_90,cart,2021-01-01 10:00:00,Desktop
User_131,cart,2021-01-01 10:00:00,Desktop
User_141,view,2021-01-01 10:00:00,Desktop
User_135,cart,2021-01-01 11:00:00,Mobile
User_40,cart,2021-01-01 11:00:00,Desktop
User_169,cart,2021-01-01 11:00:00,Desktop
User_113,cart,2021-01-01 11:00:00,Mobile
User_24,cart,2021-01-01 11:00:00,Mobile
User_99,purchase,2021-01-01 11:00:00,Mobile
User_11,cart,2021-01-01 12:00:00,Desktop
User_129,cart,2021-01-01 12:00:00,Desktop
User_30,view,2021-01-01 12:00:00,Desktop
User_39,view,2021-01-01 12:00:00,Desktop
User_194,purchase,2021-01-01 12:00:00,Mobile
User_90,view,2021-01-01 12:00:00,Mobile
User_169,purchase,2021-01-01 12:00:00,Desktop
User_99,purchase,2021-01-01 12:00:00,Desktop
User_49,view,2021-01-01 13:00:00,Mobile
User_98,view,2021-01-01 13:00:00,Desktop
User_80,cart,2021-01-01 13:00:00,Mobile
User_58,cart,2021-01-01 13:00:00,Desktop
User_80,cart,2021-01-01 13:00:00,Mobile
User_173,cart,2021-01-01 13:00:00,Desktop
User_141,view,2021-01-01 13:00:00,Mobile
User_58,cart,2021-01-01 14:00:00,Mobile
User_57,purchase,2021-01-01 14:00:00,Desktop
User_185,purchase,2021-01-01 14:00:00,Desktop
User_77,purchase,2021-01-01 14:00:00,Mobile
User_135,cart,2021-01-01 14:00:00,Desktop
User_155,view,2021-01-01 14:00:00,Desktop
User_108,purchase,2021-01-01 15:00:00,Mobile
User_52,cart,2021-01-01 15:00:00,Desktop
User_140,purchase,2021-01-01 15:00:00,Desktop
User_200,purchase,2021-01-01 15:00:00,Mobile
User_146,purchase,2021-01-01 15:00:00,Desktop
User_157,purchase,2021-01-01 15:00:00,Desktop
User_140,view,2021-01-01 15:00:00,Mobile
User_30,cart,2021-01-01 16:00:00,Mobile
User_42,view,2021-01-01 16:00:00,Mobile
User_173,cart,2021-01-01 16:00:00,Desktop
User_16,cart,2021-01-01 16:00:00,Desktop
User_88,view,2021-01-01 16:00:00,Mobile
User_89,cart,2021-01-01 16:00:00,Desktop
User_138,view,2021-01-01 16:00:00,Desktop
User_43,view,2021-01-01 17:00:00,Mobile
User_140,cart,2021-01-01 17:00:00,Desktop
User_188,cart,2021-01-01 17:00:00,Desktop
User_119,view,2021-01-01 17:00:00,Mobile
User_193,purchase,2021-01-01 17:00:00,Mobile
User_119,view,2021-01-01 17:00:00,Mobile
User_158,view,2021-01-01 17:00:00,Desktop
User_37,cart,2021-01-01 17:00:00,Mobile
User_61,cart,2021-01-01 17:00:00,Mobile
User_64,purchase,2021-01-01 17:00:00,Mobile
User_145,view,2021-01-01 17:00:00,Desktop
User_175,view,2021-01-01 18:00:00,Desktop
User_123,view,2021-01-01 18:00:00,Desktop
User_22,purchase,2021-01-01 18:00:00,Desktop
User_192,purchase,2021-01-01 18:00:00,Desktop
User_49,cart,2021-01-01 18:00:00,Mobile
User_1,purchase,2021-01-01 18:00:00,Mobile
User_114,view,2021-01-01 19:00:00,Mobile
User_154,purchase,2021-01-01 19:00:00,Desktop
User_35,view,2021-01-01 19:00:00,Desktop
User_49,purchase,2021-01-01 19:00:00,Mobile
User_119,purchase,2021-01-01 19:00:00,Desktop
User_182,cart,2021-01-01 19:00:00,Desktop
User_187,purchase,2021-01-01 20:00:00,Desktop
User_51,cart,2021-01-01 20:00:00,Desktop
User_130,cart,2021-01-01 20:00:00,Mobile
User_98,cart,2021-01-01 20:00:00,Mobile
User_34,view,2021-01-01 20:00:00,Desktop
User_18,purchase,2021-01-01 20:00:00,Desktop
User_142,purchase,2021-01-01 20:00:00,Mobile
User_28,view,2021-01-01 20:00:00,Desktop
User_13,cart,2021-01-01 21:00:00,Desktop
User_4,purchase,2021-01-01 21:00:00,Desktop
User_83,cart,2021-01-01 21:00:00,Mobile
User_139,purchase,2021-01-01 21:00:00,Mobile
User_26,view,2021-01-01 21:00:00,Desktop
User_170,purchase,2021-01-01 21:00:00,Mobile
User_138,cart,2021-01-01 21:00:00,Mobile
User_119,cart,2021-01-01 21:00:00,Mobile
User_103,cart,2021-01-01 21:00:00,Mobile
User_64,purchase,2021-01-01 21:00:00,Mobile
User_183,view,2021-01-01 22:00:00,Mobile
User_26,cart,2021-01-01 22:00:00,Desktop
User_6,purchase,2021-01-01 22:00:00,Desktop
User_55,purchase,2021-01-01 22:00:00,Desktop
User_30,purchase,2021-01-01 22:00:00,Desktop
User_13,view,2021-01-01 22:00:00,Desktop
User_6,purchase,2021-01-01 23:00:00,Mobile
User_92,purchase,2021-01-01 23:00:00,Mobile
User_28,purchase,2021-01-01 23:00:00,Desktop
User_48,view,2021-01-01 23:00:00,Desktop
User_136,view,2021-01-01 23:00:00,Desktop
User_99,purchase,2021-01-02 00:00:00,Mobile
User_29,cart,2021-01-02 00:00:00,Mobile
User_132,view,2021-01-02 00:00:00,Mobile
User_98,view,2021-01-02 00:00:00,Desktop
User_1,view,2021-01-02 00:00:00,Mobile
User_157,cart,2021-01-02 00:00:00,Mobile
User_137,cart,2021-01-02 00:00:00,Desktop
User_106,cart,2021-01-02 00:00:00,Mobile
User_70,view,2021-01-02 01:00:00,Desktop
User_192,purchase,2021-01-02 01:00:00,Mobile
User_183,cart,2021-01-02 01:00:00,Mobile
User_20,view,2021-01-02 01:00:00,Mobile
User_53,cart,2021-01-02 01:00:00,Mobile
User_63,view,2021-01-02 01:00:00,Mobile
User_161,cart,2021-01-02 02:00:00,Mobile
User_92,view,2021-01-02 02:00:00,Desktop
User_95,cart,2021-01-02 02:00:00,Mobile
User_82,purchase,2021-01-02 02:00:00,Mobile
User_32,cart,2021-01-02 02:00:00,Mobile
User_190,cart,2021-01-02 02:00:00,Desktop
User_167,cart,2021-01-02 03:00:00,Mobile
User_123,purchase,2021-01-02 03:00:00,Mobile
User_24,view,2021-01-02 03:00:00,Desktop
User_21,view,2021-01-02 03:00:00,Mobile
User_125,view,2021-01-02 03:00:00,Desktop
User_75,purchase,2021-01-02 03:00:00,Mobile
User_187,purchase,2021-01-02 03:00:00,Mobile
User_126,view,2021-01-02 03:00:00,Mobile
User_141,cart,2021-01-02 03:00:00,Mobile
User_38,cart,2021-01-02 04:00:00,Mobile
User_2,cart,2021-01-02 04:00:00,Desktop
User_23,view,2021-01-02 04:00:00,Desktop
User_175,cart,2021-01-02 04:00:00,Desktop
User_102,view,2021-01-02 04:00:00,Desktop
User_2,cart,2021-01-02 04:00:00,Mobile
User_181,purchase,2021-01-02 05:00:00,Mobile
User_176,cart,2021-01-02 05:00:00,Desktop
User_148,view,2021-01-02 05:00:00,Mobile
User_120,cart,2021-01-02 05:00:00,Mobile
User_75,purchase,2021-01-02 05:00:00,Desktop
User_193,purchase,2021-01-02 05:00:00,Desktop
User_153,view,2021-01-02 05:00:00,Mobile
User_76,purchase,2021-01-02 05:00:00,Mobile
User_29,cart,2021-01-02 06:00:00,Mobile
User_53,purchase,2021-01-02 06:00:00,Desktop
User_180,cart,2021-01-02 07:00:00,Mobile
User_130,purchase,2021-01-02 07:00:00,Mobile
User_186,view,2021-01-02 07:00:00,Desktop
User_31,purchase,2021-01-02 07:00:00,Desktop
User_198,purchase,2021-01-02 07:00:00,Mobile
User_15,view,2021-01-02 07:00:00,Mobile
User_104,cart,2021-01-02 08:00:00,Desktop
User_64,purchase,2021-01-02 08:00:00,Mobile
User_139,purchase,2021-01-02 08:00:00,Desktop
User_102,purchase,2021-01-02 08:00:00,Mobile
User_3,cart,2021-01-02 08:00:00,Mobile
User_128,cart,2021-01-02 09:00:00,Mobile
User_78,cart,2021-01-02 09:00:00,Desktop
User_127,cart,2021-01-02 09:00:00,Mobile
User_74,view,2021-01-02 09:00:00,Desktop
User_177,view,2021-01-02 09:00:00,Mobile
User_156,view,2021-01-02 09:00:00,Mobile
User_181,cart,2021-01-02 10:00:00,Mobile
User_165,cart,2021-01-02 10:00:00,Mobile
User_64,cart,2021-01-02 10:00:00,Mobile
User_142,cart,2021-01-02 10:00:00,Mobile
User_134,purchase,2021-01-02 10:00:00,Mobile
User_32,cart,2021-01-02 10:00:00,Mobile
User_76,purchase,2021-01-02 10:00:00,Mobile
User_147,view,2021-01-02 10:00:00,Desktop
User_47,cart,2021-01-02 11:00:00,Desktop
User_33,purchase,2021-01-02 11:00:00,Mobile
User_99,view,2021-01-02 11:00:00,Mobile
User_14,view,2021-01-02 11:00:00,Mobile
User_179,purchase,2021-01-02 11:00:00,Mobile
User_13,cart,2021-01-02 11:00:00,Mobile
User_80,purchase,2021-01-02 11:00:00,Desktop
User_172,purchase,2021-01-02 11:00:00,Mobile
User_20,cart,2021-01-02 12:00:00,Mobile
User_193,cart,2021-01-02 12:00:00,Desktop
User_26,cart,2021-01-02 12:00:00,Desktop
User_68,cart,2021-01-02 12:00:00,Mobile
User_199,cart,2021-01-02 12:00:00,Mobile
User_27,cart,2021-01-02 14:00:00,Desktop
User_196,purchase,2021-01-02 14:00:00,Desktop
User_145,cart,2021-01-02 14:00:00,Mobile
User_51,purchase,2021-01-02 14:00:00,Mobile
User_26,cart,2021-01-02 15:00:00,Desktop
User_107,cart,2021-01-02 15:00:00,Desktop
User_36,cart,2021-01-02 15:00:00,Desktop
User_54,cart,2021-01-02 15:00:00,Mobile
User_73,purchase,2021-01-02 15:00:00,Desktop
User_183,purchase,2021-01-02 16:00:00,Desktop
User_195,cart,2021-01-02 16:00:00,Mobile
User_31,cart,2021-01-02 16:00:00,Mobile
User_140,purchase,2021-01-02 16:00:00,Desktop
User_59,view,2021-01-02 16:00:00,Mobile
User_13,purchase,2021-01-02 16:00:00,Mobile
User_145,purchase,2021-01-02 16:00:00,Mobile
User_149,cart,2021-01-02 16:00:00,Mobile
User_83,cart,2021-01-02 16:00:00,Mobile
User_152,view,2021-01-02 17:00:00,Desktop
User_3,purchase,2021-01-02 17:00:00,Mobile
User_65,view,2021-01-02 17:00:00,Mobile
User_139,cart,2021-01-02 17:00:00,Desktop
User_170,view,2021-01-02 17:00:00,Desktop
User_15,cart,2021-01-02 17:00:00,Mobile
User_47,purchase,2021-01-02 17:00:00,Mobile
User_164,cart,2021-01-02 18:00:00,Desktop
User_83,cart,2021-01-02 18:00:00,Mobile
User_106,purchase,2021-01-02 18:00:00,Mobile
User_103,cart,2021-01-02 18:00:00,Mobile
User_160,cart,2021-01-02 18:00:00,Desktop
User_171,cart,2021-01-02 18:00:00,Mobile
User_170,cart,2021-01-02 18:00:00,Desktop
User_2,purchase,2021-01-02 18:00:00,Desktop
User_119,cart,2021-01-02 18:00:00,Desktop
User_176,view,2021-01-02 19:00:00,Mobile
User_25,purchase,2021-01-02 19:00:00,Desktop
User_25,cart,2021-01-02 19:00:00,Mobile
User_158,cart,2021-01-02 19:00:00,Mobile
User_154,purchase,2021-01-02 20:00:00,Desktop
User_144,cart,2021-01-02 20:00:00,Mobile
User_59,purchase,2021-01-02 20:00:00,Desktop
User_42,cart,2021-01-02 20:00:00,Desktop
User_81,purchase,2021-01-02 20:00:00,Mobile
User_106,cart,2021-01-02 21:00:00,Mobile
User_125,cart,2021-01-02 21:00:00,Desktop
User_135,purchase,2021-01-02 21:00:00,Mobile
User_18,purchase,2021-01-02 21:00:00,Desktop
User_57,view,2021-01-02 21:00:00,Desktop
User_55,purchase,2021-01-02 21:00:00,Mobile
User_16,purchase,2021-01-02 22:00:00,Desktop
User_99,purchase,2021-01-02 22:00:00,Desktop
User_130,purchase,2021-01-02 22:00:00,Desktop
User_55,view,2021-01-02 22:00:00,Desktop
User_30,cart,2021-01-02 22:00:00,Desktop
User_49,purchase,2021-01-02 22:00:00,Mobile
User_3,cart,2021-01-02 22:00:00,Mobile
User_198,view,2021-01-02 22:00:00,Desktop
User_138,view,2021-01-02 22:00:00,Desktop
User_113,view,2021-01-02 22:00:00,Desktop
User_177,cart,2021-01-02 22:00:00,Mobile
User_151,purchase,2021-01-02 23:00:00,Mobile
User_84,purchase,2021-01-02 23:00:00,Mobile
User_102,cart,2021-01-02 23:00:00,Desktop
User_80,cart,2021-01-02 23:00:00,Desktop
User_110,purchase,2021-01-02 23:00:00,Mobile
User_27,purchase,2021-01-02 23:00:00,Mobile
User_58,view,2021-01-02 23:00:00,Mobile
User_164,view,2021-01-03 00:00:00,Desktop
User_10,cart,2021-01-03 00:00:00,Mobile
User_56,view,2021-01-03 00:00:00,Mobile
User_47,purchase,2021-01-03 00:00:00,Desktop
User_185,view,2021-01-03 01:00:00,Mobile
User_51,view,2021-01-03 01:00:00,Desktop
User_136,cart,2021-01-03 01:00:00,Mobile
User_172,view,2021-01-03 01:00:00,Mobile
User_165,cart,2021-01-03 01:00:00,Desktop
User_43,cart,2021-01-03 02:00:00,Mobile
User_103,cart,2021-01-03 02:00:00,Mobile
User_104,cart,2021-01-03 02:00:00,Mobile
User_73,cart,2021-01-03 02:00:00,Mobile
User_147,cart,2021-01-03 02:00:00,Mobile
User_169,view,2021-01-03 02:00:00,Desktop
User_7,view,2021-01-03 03:00:00,Desktop
User_142,purchase,2021-01-03 03:00:00,Desktop
User_153,cart,2021-01-03 03:00:00,Mobile
User_63,purchase,2021-01-03 03:00:00,Desktop
User_49,view,2021-01-03 03:00:00,Mobile
User_8,view,2021-01-03 03:00:00,Mobile
User_13,purchase,2021-01-03 03:00:00,Mobile
User_79,purchase,2021-01-03 04:00:00,Mobile
User_57,purchase,2021-01-03 04:00:00,Desktop
User_91,purchase,2021-01-03 04:00:00,Desktop
User_13,purchase,2021-01-03 05:00:00,Desktop
User_182,view,2021-01-03 05:00:00,Mobile
User_104,view,2021-01-03 05:00:00,Mobile
User_158,purchase,2021-01-03 05:00:00,Desktop
User_31,purchase,2021-01-03 05:00:00,Desktop
User_5,purchase,2021-01-03 05:00:00,Desktop
User_42,cart,2021-01-03 06:00:00,Mobile
User_147,purchase,2021-01-03 06:00:00,Mobile
User_104,purchase,2021-01-03 06:00:00,Mobile
User_79,view,2021-01-03 06:00:00,Mobile
User_91,purchase,2021-01-03 06:00:00,Mobile
User_136,purchase,2021-01-03 06:00:00,Desktop
User_153,purchase,2021-01-03 07:00:00,Mobile
User_27,purchase,2021-01-03 07:00:00,Desktop
User_123,purchase,2021-01-03 07:00:00,Desktop
User_122,purchase,2021-01-03 07:00:00,Desktop
User_19,cart,2021-01-03 07:00:00,Mobile
User_23,cart,2021-01-03 07:00:00,Mobile
User_153,purchase,2021-01-03 07:00:00,Desktop
User_17,view,2021-01-03 08:00:00,Mobile
User_42,purchase,2021-01-03 08:00:00,Mobile
User_122,purchase,2021-01-03 08:00:00,Mobile
User_115,purchase,2021-01-03 08:00:00,Desktop
User_8,purchase,2021-01-03 08:00:00,Mobile
User_134,view,2021-01-03 09:00:00,Desktop
User_147,cart,2021-01-03 09:00:00,Mobile
User_60,view,2021-01-03 09:00:00,Desktop
User_69,cart,2021-01-03 09:00:00,Mobile
User_24,view,2021-01-03 09:00:00,Mobile
User_159,view,2021-01-03 09:00:00,Desktop
User_170,purchase,2021-01-03 10:00:00,Desktop
User_173,view,2021-01-03 10:00:00,Desktop
User_143,purchase,2021-01-03 10:00:00,Mobile
User_193,purchase,2021-01-03 10:00:00,Mobile
User_85,cart,2021-01-03 10:00:00,Desktop
User_126,purchase,2021-01-03 11:00:00,Desktop
User_85,cart,2021-01-03 11:00:00,Desktop
User_122,cart,2021-01-03 11:00:00,Mobile
User_183,purchase,2021-01-03 11:00:00,Desktop
User_86,cart,2021-01-03 11:00:00,Desktop
User_62,cart,2021-01-03 12:00:00,Desktop
User_37,view,2021-01-03 12:00:00,Mobile
User_113,cart,2021-01-03 12:00:00,Mobile
User_111,purchase,2021-01-03 12:00:00,Desktop
User_81,purchase,2021-01-03 12:00:00,Mobile
User_10,view,2021-01-03 12:00:00,Mobile
User_119,view,2021-01-03 12:00:00,Desktop
User_88,cart,2021-01-03 12:00:00,Mobile
User_117,view,2021-01-03 12:00:00,Desktop
User_60,cart,2021-01-03 12:00:00,Desktop
User_119,cart,2021-01-03 13:00:00,Mobile
User_126,purchase,2021-01-03 13:00:00,Mobile
User_179,view,2021-01-03 13:00:00,Desktop
User_52,cart,2021-01-03 13:00:00,Mobile
User_69,cart,2021-01-03 13:00:00,Desktop
User_126,purchase,2021-01-03 13:00:00,Mobile
User_2,cart,2021-01-03 13:00:00,Mobile
User_20,view,2021-01-03 13:00:00,Mobile
User_184,purchase,2021-01-03 14:00:00,Mobile
User_12,purchase,2021-01-03 14:00:00,Desktop
User_43,view,2021-01-03 14:00:00,Desktop
User_161,purchase,2021-01-03 14:00:00,Mobile
User_91,purchase,2021-01-03 14:00:00,Mobile
User_65,cart,2021-01-03 15:00:00,Desktop
User_188,view,2021-01-03 15:00:00,Mobile
User_132,view,2021-01-03 15:00:00,Mobile
User_160,view,2021-01-03 15:00:00,Mobile
User_79,purchase,2021-01-03 15:00:00,Desktop
User_47,view,2021-01-03 16:00:00,Mobile
User_83,view,2021-01-03 16:00:00,Mobile
User_69,view,2021-01-03 16:00:00,Desktop
User_99,purchase,2021-01-03 16:00:00,Desktop
User_192,cart,2021-01-03 16:00:00,Desktop
User_140,view,2021-01-03 16:00:00,Desktop
User_198,purchase,2021-01-03 16:00:00,Mobile
User_139,cart,2021-01-03 16:00:00,Mobile
User_127,purchase,2021-01-03 16:00:00,Mobile
User_42,view,2021-01-03 16:00:00,Desktop
User_141,view,2021-01-03 17:00:00,Mobile
User_94,view,2021-01-03 17:00:00,Desktop
User_61,purchase,2021-01-03 17:00:00,Desktop
User_142,purchase,2021-01-03 17:00:00,Desktop
User_148,cart,2021-01-03 17:00:00,Desktop
User_112,cart,2021-01-03 17:00:00,Desktop
User_149,view,2021-01-03 17:00:00,Desktop
User_175,view,2021-01-03 17:00:00,Desktop
User_51,view,2021-01-03 17:00:00,Mobile
User_6,cart,2021-01-03 17:00:00,Mobile
User_177,purchase,2021-01-03 17:00:00,Desktop
User_53,view,2021-01-03 17:00:00,Desktop
User_10,purchase,2021-01-03 17:00:00,Mobile
User_172,view,2021-01-03 18:00:00,Mobile
User_45,view,2021-01-03 18:00:00,Desktop
User_61,cart,2021-01-03 18:00:00,Mobile
User_88,cart,2021-01-03 18:00:00,Mobile
User_131,cart,2021-01-03 18:00:00,Mobile
User_69,cart,2021-01-03 18:00:00,Desktop
User_105,cart,2021-01-03 18:00:00,Mobile
User_1,view,2021-01-03 18:00:00,Mobile
User_170,cart,2021-01-03 18:00:00,Desktop
User_28,view,2021-01-03 19:00:00,Mobile
User_34,cart,2021-01-03 19:00:00,Desktop
User_108,purchase,2021-01-03 19:00:00,Desktop
User_75,cart,2021-01-03 19:00:00,Mobile
User_189,view,2021-01-03 19:00:00,Mobile
User_39,purchase,2021-01-03 19:00:00,Mobile
User_175,view,2021-01-03 20:00:00,Desktop
User_33,cart,2021-01-03 20:00:00,Mobile
User_160,cart,2021-01-03 20:00:00,Desktop
User_125,purchase,2021-01-03 20:00:00,Mobile
User_97,view,2021-01-03 20:00:00,Desktop
User_178,view,2021-01-03 20:00:00,Mobile
User_126,cart,2021-01-03 20:00:00,Mobile
User_76,purchase,2021-01-03 20:00:00,Mobile
User_64,view,2021-01-03 22:00:00,Mobile
User_14,view,2021-01-03 22:00:00,Desktop
User_23,purchase,2021-01-03 22:00:00,Mobile
User_57,cart,2021-01-03 22:00:00,Mobile
User_17,cart,2021-01-03 22:00:00,Desktop
User_94,purchase,2021-01-03 23:00:00,Mobile
User_46,purchase,2021-01-03 23:00:00,Mobile
User_191,view,2021-01-03 23:00:00,Mobile
User_151,view,2021-01-03 23:00:00,Mobile
User_146,purchase,2021-01-03 23:00:00,Desktop
User_72,purchase,2021-01-03 23:00:00,Desktop
User_177,cart,2021-01-04 00:00:00,Desktop
User_141,cart,2021-01-04 00:00:00,Mobile
User_102,purchase,2021-01-04 00:00:00,Desktop
User_66,view,2021-01-04 00:00:00,Mobile
User_153,cart,2021-01-04 00:00:00,Desktop
User_187,view,2021-01-04 00:00:00,Desktop
User_172,view,2021-01-04 00:00:00,Desktop
User_156,purchase,2021-01-04 00:00:00,Mobile
User_94,purchase,2021-01-04 00:00:00,Mobile
User_71,cart,2021-01-04 00:00:00,Mobile
User_133,view,2021-01-04 00:00:00,Desktop
User_135,view,2021-01-04 00:00:00,Mobile
User_97,purchase,2021-01-04 00:00:00,Desktop
User_8,cart,2021-01-04 00:00:00,Mobile
User_9,view,2021-01-04 00:00:00,Desktop
User_160,view,2021-01-04 01:00:00,Mobile
User_111,cart,2021-01-04 01:00:00,Desktop
User_21,purchase,2021-01-04 02:00:00,Mobile
User_119,purchase,2021-01-04 02:00:00,Mobile
User_21,purchase,2021-01-04 02:00:00,Mobile
User_159,cart,2021-01-04 02:00:00,Desktop
User_23,purchase,2021-01-04 02:00:00,Mobile
User_67,cart,2021-01-04 02:00:00,Desktop
User_69,purchase,2021-01-04 02:00:00,Mobile
User_91,view,2021-01-04 02:00:00,Desktop
User_121,view,2021-01-04 03:00:00,Mobile
User_46,cart,2021-01-04 03:00:00,Desktop
User_10,cart,2021-01-04 03:00:00,Mobile
User_174,cart,2021-01-04 03:00:00,Desktop
User_63,purchase,2021-01-04 04:00:00,Mobile
User_23,cart,2021-01-04 04:00:00,Mobile
User_153,view,2021-01-04 04:00:00,Desktop
User_69,view,2021-01-04 04:00:00,Desktop
User_133,view,2021-01-04 04:00:00,Desktop
User_123,purchase,2021-01-04 04:00:00,Desktop
User_38,view,2021-01-04 05:00:00,Desktop
User_152,cart,2021-01-04 05:00:00,Desktop
User_57,purchase,2021-01-04 05:00:00,Desktop
User_162,purchase,2021-01-04 05:00:00,Mobile
User_96,cart,2021-01-04 06:00:00,Desktop
User_67,view,2021-01-04 06:00:00,Desktop
User_155,purchase,2021-01-04 06:00:00,Desktop
User_35,cart,2021-01-04 06:00:00,Desktop
User_101,purchase,2021-01-04 06:00:00,Desktop
User_12,purchase,2021-01-04 06:00:00,Desktop
User_55,view,2021-01-04 07:00:00,Mobile
User_199,purchase,2021-01-04 07:00:00,Desktop
User_20,cart,2021-01-04 07:00:00,Desktop
User_196,view,2021-01-04 07:00:00,Desktop
User_152,cart,2021-01-04 07:00:00,Desktop
User_126,purchase,2021-01-04 07:00:00,Desktop
User_193,view,2021-01-04 07:00:00,Desktop
User_173,cart,2021-01-04 07:00:00,Desktop
User_37,view,2021-01-04 08:00:00,Desktop
User_191,view,2021-01-04 08:00:00,Desktop
User_196,cart,2021-01-04 08:00:00,Mobile
User_83,view,2021-01-04 08:00:00,Desktop
User_90,view,2021-01-04 08:00:00,Mobile
User_20,cart,2021-01-04 09:00:00,Mobile
User_78,cart,2021-01-04 09:00:00,Desktop
User_142,purchase,2021-01-04 09:00:00,Desktop
User_130,purchase,2021-01-04 09:00:00,Mobile
User_4,view,2021-01-04 09:00:00,Mobile
User_152,cart,2021-01-04 09:00:00,Mobile
User_133,cart,2021-01-04 09:00:00,Desktop
User_70,purchase,2021-01-04 10:00:00,Mobile
User_121,cart,2021-01-04 10:00:00,Mobile
User_194,purchase,2021-01-04 10:00:00,Mobile
User_180,cart,2021-01-04 10:00:00,Desktop
User_105,view,2021-01-04 10:00:00,Mobile
User_158,view,2021-01-04 10:00:00,Mobile
User_32,purchase,2021-01-04 10:00:00,Desktop
User_86,cart,2021-01-04 10:00:00,Desktop
User_133,view,2021-01-04 11:00:00,Desktop
User_190,view,2021-01-04 11:00:00,Desktop
User_113,view,2021-01-04 11:00:00,Desktop
User_140,view,2021-01-04 11:00:00,Mobile
User_128,view,2021-01-04 11:00:00,Mobile
User_49,purchase,2021-01-04 11:00:00,Mobile
User_165,purchase,2021-01-04 11:00:00,Desktop
User_186,purchase,2021-01-04 11:00:00,Mobile
User_18,view,2021-01-04 11:00:00,Mobile
User_55,view,2021-01-04 11:00:00,Mobile
User_113,cart,2021-01-04 11:00:00,Mobile
User_135,view,2021-01-04 12:00:00,Desktop
User_108,cart,2021-01-04 12:00:00,Desktop
User_44,view,2021-01-04 12:00:00,Mobile
User_106,cart,2021-01-04 12:00:00,Desktop
User_80,view,2021-01-04 12:00:00,Desktop
User_189,cart,2021-01-04 12:00:00,Mobile
User_22,cart,2021-01-04 12:00:00,Mobile
User_162,view,2021-01-04 12:00:00,Mobile
User_165,view,2021-01-04 12:00:00,Mobile
User_101,view,2021-01-04 12:00:00,Desktop
User_35,cart,2021-01-04 12:00:00,Desktop
